id;closed
45556;1
45557;1
45558;1
45559;1
45560;1
45561;1
45562;1
45563;1
45564;1
45565;1
45566;1
45567;1
45568;1
45569;1
45570;1
45571;1
45572;1
45573;1
45574;1
45575;1
45576;1
45577;1
45578;1
45579;1
45580;1
45581;1
45582;1
45583;1
45584;1
45585;1
45586;1
45587;1
45588;1
45589;1
45590;1
45591;1
45592;1
45593;1
45594;1
45595;1
45596;1
45597;1
45598;1
45599;1
45600;1
45601;1
45602;1
45603;1
45604;1
45605;1
45606;1
45607;1
45608;1
45609;1
45610;1
45611;1
45612;1
45613;1
45614;1
45615;1
45616;1
45617;1
45618;1
45619;1
45620;1
45621;1
45622;1
45623;1
45624;1
45625;1
45626;1
45627;1
45628;1
45629;1
45630;1
45631;1
45632;1
45633;1
45634;1
45635;1
45636;1
45637;1
45638;1
45639;1
45640;1
45641;1
45642;1
45643;1
45644;1
45645;1
45646;1
45647;1
45648;1
45649;1
45650;1
45651;1
45652;1
45653;1
45654;1
45655;1
45656;1
45657;1
45658;1
45659;1
45660;1
45661;1
45662;1
45663;1
45664;1
45665;1
45666;1
45667;1
45668;1
45669;1
45670;1
45671;1
45672;1
45673;1
45674;1
45675;1
45676;1
45677;1
45678;1
45679;1
45680;1
45681;1
45682;1
45683;1
45684;1
45685;1
45686;1
45687;1
45688;1
45689;1
45690;1
45691;1
45692;1
45693;1
45694;1
45695;1
45696;1
45697;1
45698;1
45699;1
45700;1
45701;1
45702;1
45703;1
45704;1
45705;1
45706;1
45707;1
45708;1
45709;1
45710;1
45711;1
45712;1
45713;1
45714;1
45715;1
45716;1
45717;1
45718;1
45719;1
45720;1
45721;1
45722;1
45723;1
45724;1
45725;1
45726;1
45727;1
45728;1
45729;1
45730;1
45731;1
45732;1
45733;1
45734;1
45735;1
45736;1
45737;1
45738;1
45739;1
45740;1
45741;1
45742;1
45743;1
45744;1
45745;1
45746;1
45747;1
45748;1
45749;1
45750;1
45751;1
45752;1
45753;1
45754;1
45755;1
45756;1
45757;1
45758;1
45759;1
45760;1
45761;1
45762;1
45763;1
45764;1
45765;1
45766;1
45767;1
45768;1
45769;1
45770;1
45771;1
45772;1
45773;1
45774;1
45775;1
45776;1
45777;1
45778;1
45779;1
45780;1
45781;1
45782;1
45783;1
45784;1
45785;1
45786;1
45787;1
45788;1
45789;1
45790;1
45791;1
45792;1
45793;1
45794;1
45795;1
45796;1
45797;1
45798;1
45799;1
45800;1
45801;1
45802;1
45803;1
45804;1
45805;1
45806;1
45807;1
45808;1
45809;1
45810;1
45811;1
45812;1
45813;1
45814;1
45815;1
45816;1
45817;1
45818;1
45819;1
45820;1
45821;1
45822;1
45823;1
45824;1
45825;1
45826;1
45827;1
45828;1
45829;1
45830;1
45831;1
45832;1
45833;1
45834;1
45835;1
45836;1
45837;1
45838;1
45839;1
45840;1
45841;1
45842;1
45843;1
45844;1
45845;1
45846;1
45847;1
45848;1
45849;1
45850;1
45851;1
45852;1
45853;1
45854;1
45855;1
45856;1
45857;1
45858;1
45859;1
45860;1
45861;1
45862;1
45863;1
45864;1
45865;1
45866;1
45867;1
45868;1
45869;1
45870;1
45871;1
45872;1
45873;1
45874;1
45875;1
45876;1
45877;1
45878;1
45879;1
45880;1
45881;1
45882;1
45883;1
45884;1
45885;1
45886;1
45887;1
45888;1
45889;1
45890;1
45891;1
45892;1
45893;1
45894;1
45895;1
45896;1
45897;1
45898;1
45899;1
45900;1
45901;1
45902;1
45903;1
45904;1
45905;1
45906;1
45907;1
45908;1
45909;1
45910;1
45911;1
45912;1
45913;1
45914;1
45915;1
45916;1
45917;1
45918;1
45919;1
45920;1
