id;closed
45191;1
45192;1
45193;1
45194;1
45195;1
45196;1
45197;1
45198;1
45199;1
45200;1
45201;1
45202;1
45203;1
45204;1
45205;1
45206;1
45207;1
45208;1
45209;1
45210;1
45211;1
45212;1
45213;1
45214;1
45215;1
45216;1
45217;1
45218;1
45219;1
45220;1
45221;1
45222;1
45223;1
45224;1
45225;1
45226;1
45227;1
45228;1
45229;1
45230;1
45231;1
45232;1
45233;1
45234;1
45235;1
45236;1
45237;1
45238;1
45239;1
45240;1
45241;1
45242;1
45243;1
45244;1
45245;1
45246;1
45247;1
45248;1
45249;1
45250;1
45251;1
45252;1
45253;1
45254;1
45255;1
45256;1
45257;1
45258;1
45259;1
45260;1
45261;1
45262;1
45263;1
45264;1
45265;1
45266;1
45267;1
45268;1
45269;1
45270;1
45271;1
45272;1
45273;1
45274;1
45275;1
45276;1
45277;1
45278;1
45279;1
45280;1
45281;1
45282;1
45283;1
45284;1
45285;1
45286;1
45287;1
45288;1
45289;1
45290;1
45291;1
45292;1
45293;1
45294;1
45295;1
45296;1
45297;1
45298;1
45299;1
45300;1
45301;1
45302;1
45303;1
45304;1
45305;1
45306;1
45307;1
45308;1
45309;1
45310;1
45311;1
45312;1
45313;1
45314;1
45315;1
45316;1
45317;1
45318;1
45319;1
45320;1
45321;1
45322;1
45323;1
45324;1
45325;1
45326;1
45327;1
45328;1
45329;1
45330;1
45331;1
45332;1
45333;1
45334;1
45335;1
45336;1
45337;1
45338;1
45339;1
45340;1
45341;1
45342;1
45343;1
45344;1
45345;1
45346;1
45347;1
45348;1
45349;1
45350;1
45351;1
45352;1
45353;1
45354;1
45355;1
45356;1
45357;1
45358;1
45359;1
45360;1
45361;1
45362;1
45363;1
45364;1
45365;1
45366;1
45367;1
45368;1
45369;1
45370;1
45371;1
45372;1
45373;1
45374;1
45375;1
45376;1
45377;1
45378;1
45379;1
45380;1
45381;1
45382;1
45383;1
45384;1
45385;1
45386;1
45387;1
45388;1
45389;1
45390;1
45391;1
45392;1
45393;1
45394;1
45395;1
45396;1
45397;1
45398;1
45399;1
45400;1
45401;1
45402;1
45403;1
45404;1
45405;1
45406;1
45407;1
45408;1
45409;1
45410;1
45411;1
45412;1
45413;1
45414;1
45415;1
45416;1
45417;1
45418;1
45419;1
45420;1
45421;1
45422;1
45423;1
45424;1
45425;1
45426;1
45427;1
45428;1
45429;1
45430;1
45431;1
45432;1
45433;1
45434;1
45435;1
45436;1
45437;1
45438;1
45439;1
45440;1
45441;1
45442;1
45443;1
45444;1
45445;1
45446;1
45447;1
45448;1
45449;1
45450;1
45451;1
45452;1
45453;1
45454;1
45455;1
45456;1
45457;1
45458;1
45459;1
45460;1
45461;1
45462;1
45463;1
45464;1
45465;1
45466;1
45467;1
45468;1
45469;1
45470;1
45471;1
45472;1
45473;1
45474;1
45475;1
45476;1
45477;1
45478;1
45479;1
45480;1
45481;1
45482;1
45483;1
45484;1
45485;1
45486;1
45487;1
45488;1
45489;1
45490;1
45491;1
45492;1
45493;1
45494;1
45495;1
45496;1
45497;1
45498;1
45499;1
45500;1
45501;1
45502;1
45503;1
45504;1
45505;1
45506;1
45507;1
45508;1
45509;1
45510;1
45511;1
45512;1
45513;1
45514;1
45515;1
45516;1
45517;1
45518;1
45519;1
45520;1
45521;1
45522;1
45523;1
45524;1
45525;1
45526;1
45527;1
45528;1
45529;1
45530;1
45531;1
45532;1
45533;1
45534;1
45535;1
45536;1
45537;1
45538;1
45539;1
45540;1
45541;1
45542;1
45543;1
45544;1
45545;1
45546;1
45547;1
45548;1
45549;1
45550;1
45551;1
45552;1
45553;1
45554;1
45555;1
