id;closed
45921;1
45922;1
45923;1
45924;1
45925;1
45926;1
45927;1
45928;1
45929;1
45930;1
45931;1
45932;1
45933;1
45934;1
45935;1
45936;1
45937;1
45938;1
45939;1
45940;1
45941;1
45942;1
45943;1
45944;1
45945;1
45946;1
45947;1
45948;1
45949;1
45950;1
45951;1
45952;1
45953;1
45954;1
45955;1
45956;1
45957;1
45958;1
45959;1
45960;1
45961;1
45962;1
45963;1
45964;1
45965;1
45966;1
45967;1
45968;1
45969;1
45970;1
45971;1
45972;1
45973;1
45974;1
45975;1
45976;1
45977;1
45978;1
45979;1
45980;1
45981;1
45982;1
45983;1
45984;1
45985;1
45986;1
45987;1
45988;1
45989;1
45990;1
45991;1
45992;1
45993;1
45994;1
45995;1
45996;1
45997;1
45998;1
45999;1
46000;1
46001;1
46002;1
46003;1
46004;1
46005;1
46006;1
46007;1
46008;1
46009;1
46010;1
46011;1
46012;1
46013;1
46014;1
46015;1
46016;1
46017;1
46018;1
46019;1
46020;1
46021;1
46022;1
46023;1
46024;1
46025;1
46026;1
46027;1
46028;1
46029;1
46030;1
46031;1
46032;1
46033;1
46034;1
46035;1
46036;1
46037;1
46038;1
46039;1
46040;1
46041;1
46042;1
46043;1
46044;1
46045;1
46046;1
46047;1
46048;1
46049;1
46050;1
46051;1
46052;1
46053;1
46054;1
46055;1
46056;1
46057;1
46058;1
46059;1
46060;1
46061;1
46062;1
46063;1
46064;1
46065;1
46066;1
46067;1
46068;1
46069;1
46070;1
46071;1
46072;1
46073;1
46074;1
46075;1
46076;1
46077;1
46078;1
46079;1
46080;1
46081;1
46082;1
46083;1
46084;1
46085;1
46086;1
46087;1
46088;1
46089;1
46090;1
46091;1
46092;1
46093;1
46094;1
46095;1
46096;1
46097;1
46098;1
46099;1
46100;1
46101;1
46102;1
46103;1
46104;1
46105;1
46106;1
46107;1
46108;1
46109;1
46110;1
46111;1
46112;1
46113;1
46114;1
46115;1
46116;1
46117;1
46118;1
46119;1
46120;1
46121;1
46122;1
46123;1
46124;1
46125;1
46126;1
46127;1
46128;1
46129;1
46130;1
46131;1
46132;1
46133;1
46134;1
46135;1
46136;1
46137;1
46138;1
46139;1
46140;1
46141;1
46142;1
46143;1
46144;1
46145;1
46146;1
46147;1
46148;1
46149;1
46150;1
46151;1
46152;1
46153;1
46154;1
46155;1
46156;1
46157;1
46158;1
46159;1
46160;1
46161;1
46162;1
46163;1
46164;1
46165;1
46166;1
46167;1
46168;1
46169;1
46170;1
46171;1
46172;1
46173;1
46174;1
46175;1
46176;1
46177;1
46178;1
46179;1
46180;1
46181;1
46182;1
46183;1
46184;1
46185;1
46186;1
46187;1
46188;1
46189;1
46190;1
46191;1
46192;1
46193;1
46194;1
46195;1
46196;1
46197;1
46198;1
46199;1
46200;1
46201;1
46202;1
46203;1
46204;1
46205;1
46206;1
46207;1
46208;1
46209;1
46210;1
46211;1
46212;1
46213;1
46214;1
46215;1
46216;1
46217;1
46218;1
46219;1
46220;1
46221;1
46222;1
46223;1
46224;1
46225;1
46226;1
46227;1
46228;1
46229;1
46230;1
46231;1
46232;1
46233;1
46234;1
46235;1
46236;1
46237;1
46238;1
46239;1
46240;1
46241;1
46242;1
46243;1
46244;1
46245;1
46246;1
46247;1
46248;1
46249;1
46250;1
46251;1
46252;1
46253;1
46254;1
46255;1
46256;1
46257;1
46258;1
46259;1
46260;1
46261;1
46262;1
46263;1
46264;1
46265;1
46266;1
46267;1
46268;1
46269;1
46270;1
46271;1
46272;1
46273;1
46274;1
46275;1
46276;1
46277;1
46278;1
46279;1
46280;1
46281;1
46282;1
46283;1
46284;1
46285;1
